address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE
2282 LAKE SHORE BLVD W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.619821472,-79.486560655
2282 QUEEN ST E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6733565574,-79.2849545829
2283 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.650360426800006,-79.4787372976
2284 ISLINGTON AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7150057387,-79.5556917823
2285 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6503450646,-79.4788068934
2285 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.3333333333333333,1,0.3333333333333333,0,43.655192907700005,-79.4523931187
2286 ISLINGTON AVE,1,0,1,0,1,1,0,1,1,1,1,0,1,5,0.8333333333333334,1,0.8333333333333334,0,43.715031376999995,-79.55571012600001
2286 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.705493201,-79.252315802
2288 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6553956113,-79.451987672
229 AUGUSTA AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6544743467,-79.4017856853
229 CARLTON ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.663962215,-79.3686576046
229 CHURCH ST,2,2,1,1,1,0,0,0,1,0,0,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.70880051100001,-79.5067707324
229 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.65826,-79.39751
229 CONSUMERS RD,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0.5,3,0.16666666666666666,1,43.770884806000005,-79.331714645
229 GEARY AVE,1,1,1,1,1,1,0,0,0,0,2,0,1,3,0.5,1,0.5,0,43.6692934186,-79.4391690125
229 MANNING AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.65229673010001,-79.4109475988
229 OSSINGTON AVE,1,1,0,1,1,1,1,0,1,1,0,2,0,4,0.6666666666666666,1,0.6666666666666666,0,43.64913,-79.420715
229 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71237880100001,-79.576276531
229 RONCESVALLES AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.64605,-79.44881
229 SPADINA AVE,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.651282766099996,-79.39702598470001
2290 BLOOR ST W,0,1,0,0,0,1,1,1,1,0,0,1,0,3,0.5,1,0.5,0,43.650832766,-79.4788803914
2290 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7151096545,-79.5557470547
2290 KEELE ST,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.7029849101,-79.4771922326
2290 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7497072166,-79.2769681813
2290 MARKHAM RD,1,1,1,1,0,1,1,0,0,2,1,1,0,4,0.6666666666666666,1,0.6666666666666666,0,43.8119608589,-79.2439983822
2291 ISLINGTON AVE,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.7159338346,-79.555087553
2291 KEELE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.703621213699996,-79.4765768562
2291 KIPLING AVE,4,4,5,5,5,5,2,2,1,2,0,0,3,8,1.3333333333333333,5,0.26666666666666666,1,43.7294024467,-79.574197606
2291 YONGE ST,0,1,2,1,0,1,2,1,1,1,1,1,1,6,1.0,2,0.5,0,43.7075505253,-79.3981657369
2293 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.669965616800006,-79.47810860220001
2293 YONGE ST,0,1,1,1,0,0,1,1,0,0,1,0,1,3,0.5,1,0.5,0,43.7076415943,-79.3981919494
2294 BLOOR ST W,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6508492407,-79.4790034897
2294 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70309981649999,-79.4771190755
2294 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.705851473,-79.252021398
2295 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7076850549,-79.3981846298
2296 BLOOR ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6506945186,-79.4792808271
2296 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.692900212,-79.46386325600001
2298 BLOOR ST W,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6507004533,-79.47935710670002
2298 ISLINGTON AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7153290837,-79.5558546828
2298 KEELE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7032340952,-79.47715074060001
2299 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6502354795,-79.4791663938
2299 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6555573103,-79.4526533727
23 BALDWIN ST,1,1,2,1,1,2,2,0,3,1,2,1,0,7,1.1666666666666667,2,0.5833333333333334,0,43.656013,-79.393074
23 CANMOTOR AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6221407109,-79.5103916592
23 CHARLES ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6682551827,-79.3871898539
23 DREWRY AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.786655981,-79.418443695
23 ELM ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.657408841700004,-79.38290592439999
23 GLEN WATFORD DR,5,6,7,8,8,7,5,3,3,1,0,1,2,10,1.6666666666666667,8,0.20833333333333334,1,43.7869009992,-79.2743457726
23 GRANGE RD,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.652051906800004,-79.3914742745
23 HOWARD ST,1,1,1,2,1,1,1,0,0,1,1,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.6711057377,-79.37513451560001
23 JUTLAND RD,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6265363911,-79.5259469827
23 METROPOLITAN RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7673554072,-79.300837398
23 MILLIKEN BLVD,2,3,6,6,7,6,4,1,3,0,1,1,2,8,1.3333333333333333,7,0.19047619047619047,1,43.8041440713,-79.2950816884
23 PARK LAWN RD,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6238345606,-79.48282871560001
23 RAILSIDE RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7393436002,-79.3197755123
23 SCARLETT RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6668533015,-79.4991701391
23 SLAN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7732145632,-79.2194384934
23 SPRING GARDEN AVE,0,0,1,1,1,0,1,0,1,0,0,1,1,3,0.5,1,0.5,0,43.7644042001,-79.410350332
23 ST JOHNS RD,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6652240349,-79.4741482928
23 VICTORIA ST,1,1,1,1,1,2,1,0,0,0,0,1,1,2,0.3333333333333333,2,0.16666666666666666,0,43.6194745619,-79.4875904486
23 WESTMORE DR,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.742265725100005,-79.6032004345
230 ADELAIDE ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6485133272,-79.38824200319999
230 AUGUSTA AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.655072008299996,-79.4025061573
230 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.648926,-79.404785
230 CHRISTIE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.669979999999995,-79.420906
230 GOSFORD BLVD,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.769700205,-79.524188788
230 KING ST E,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6515395171,-79.3680907547
230 LLOYD MANOR RD,2,2,2,2,1,2,2,0,0,0,1,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.6752964,-79.55785279999999
230 MILVAN DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.762358769399995,-79.56525224479999
230 PARLIAMENT ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6572998682,-79.3653504224
230 ST CLAIR AVE W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.686324964700006,-79.40572082989999
230 WELLINGTON ST W,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6453371763,-79.3897525548
2300 BLOOR ST W,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6507086371,-79.4794205323
2300 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.731028780699994,-79.27511921840001
2300 FINCH AVE W,7,8,8,7,8,8,6,1,0,1,1,0,2,5,0.8333333333333334,8,0.10416666666666667,1,43.7536196299,-79.542272758
2300 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7153826446,-79.55587177449999
2300 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.703245725200006,-79.4771541976
2300 LAWRENCE AVE E,8,10,9,9,9,9,7,2,1,0,2,4,2,11,1.8333333333333333,10,0.18333333333333332,1,43.750623868599995,-79.2769781054
2300 YONGE ST,15,19,17,19,21,21,19,4,6,2,4,2,4,22,3.6666666666666665,21,0.1746031746031746,1,43.70715757399999,-79.399083527
2301 BRIMLEY RD,5,6,6,6,9,9,7,1,2,2,3,2,2,12,2.0,9,0.2222222222222222,1,43.797585896,-79.271055904
2301 DANFORTH AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6867118908,-79.30762410220001
2301 KEELE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7040754424,-79.4766815346
2301 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7067606966,-79.2506371101
2302 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.730996522,-79.2750015673
2304 EGLINTON AVE E,1,1,0,1,0,1,1,0,1,1,1,1,0,4,0.6666666666666666,1,0.6666666666666666,0,43.7310086017,-79.2749331046
2304 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.703316632299995,-79.4771702028
2304 LAKE SHORE BLVD W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.61839022229999,-79.4871173783
2304 SHEPPARD AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7349872941,-79.5337977053
2305 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68494395770001,-79.29478686899999
2305 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.707788559700006,-79.3982796
2306 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.73102708810001,-79.2746288414
2306 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6735931888,-79.2837604037
2307 MARKHAM RD,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.8123804781,-79.2422343656
231 BARTLEY DR,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.71854714569999,-79.3152046091
231 CARLINGVIEW DR,1,2,2,2,2,1,0,1,0,0,0,1,1,3,0.5,2,0.25,0,43.685652171099996,-79.5944560024
231 DUNDAS ST E,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6576516974,-79.3728090676
231 MILNER AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.78862098,-79.23870180600001
231 MUTUAL ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.661917325699996,-79.3775989809
231 QUEEN ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6502657624,-79.3882000318
231 QUEENS QUAY  W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.63942,-79.38285
231 RONCESVALLES AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.646159999999995,-79.4488
2310 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7310482492,-79.2745245588
2310 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.703446338999996,-79.477209083
2310 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.749840285,-79.276471969
2311 YONGE ST,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.7078329691,-79.3983178653
2312 BLOOR ST W,0,0,1,1,0,1,1,0,1,0,1,1,2,5,0.8333333333333334,1,0.8333333333333334,0,43.6506314321,-79.47981458560001
2312 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.703467366999995,-79.477217959
2312 LAKE SHORE BLVD W,1,2,1,0,1,1,0,1,1,1,1,0,1,5,0.8333333333333334,2,0.4166666666666667,0,43.61778819550001,-79.4874896193
2312 QUEEN ST E,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6736567798,-79.28353203260001
2313 YONGE ST,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7078846792,-79.3983167105
2314 LAKE SHORE BLVD W,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6177255136,-79.4875387286
2315 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6501756125,-79.4797250814
2315 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.707935258,-79.3983290214
2316 FINCH AVE W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7525388157,-79.5418717107
2316 LAKE SHORE BLVD W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6176699409,-79.48757574470001
2317 ST CLAIR AVE W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6698103597,-79.4789167726
2318 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.68718223810001,-79.3072693268
2318 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7035537781,-79.477245915
232 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.677048525299995,-79.3556065522
232 MARKHAM RD,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.744558686000005,-79.220146668
232 NORSEMAN ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.632249053,-79.5295125374
232 QUEEN ST W,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6503350938,-79.3902181339
232 WELLINGTON ST W,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.645320775,-79.389788393
2322 BLOOR ST W,0,0,1,1,0,1,1,0,1,0,1,1,0,3,0.5,1,0.5,0,43.650563536899995,-79.4802265857
2323 BLOOR ST W,1,1,0,1,1,0,0,0,1,1,0,1,0,3,0.5,1,0.5,0,43.6500167104,-79.4799921189
2323 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.708313379799996,-79.39827012479999
2324 LAKE SHORE BLVD W,0,2,2,2,2,2,2,2,0,0,0,2,0,4,0.6666666666666666,2,0.3333333333333333,0,43.6171692928,-79.487934272
2326 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.687273385299996,-79.30710589479999
2326 QUEEN ST E,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6738010635,-79.2828043857
2328 DANFORTH AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.687270257399994,-79.3070321001
2328 KEELE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.70397697479999,-79.4773375541
2328 KINGSTON RD,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7066770129,-79.25154962970001
2328 QUEEN ST E,0,1,0,1,2,1,1,1,1,1,1,1,0,5,0.8333333333333334,2,0.4166666666666667,0,43.6739005833,-79.2827904885
233 BROADVIEW AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6623103798,-79.35093259930001
233 CONSUMERS RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.770747273999994,-79.331607568
233 DAVENPORT RD,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6745105593,-79.3966461461
233 EGLINTON AVE W,1,2,2,2,2,2,2,1,0,2,0,0,0,3,0.5,2,0.25,0,43.704800141999996,-79.40569632
233 RONCESVALLES AVE,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6462025336,-79.4487216059
2330 EGLINTON AVE W,3,3,3,3,3,3,2,0,2,0,0,0,1,3,0.5,3,0.16666666666666666,1,43.6927635305,-79.46554936300001
2330 KENNEDY RD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.784143845100004,-79.28913320720001
2330 MIDLAND AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7783886426,-79.2760134035
2331 KINGSTON RD,0,2,1,1,1,1,1,2,1,0,0,0,0,3,0.5,2,0.25,0,43.7069985089,-79.25001960680001
2333 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.655895548000004,-79.4526451933
2334 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.650420247,-79.4807801058
2335 YONGE ST,0,1,2,2,2,2,2,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.7086442179,-79.3983192979
2338 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.616724815,-79.488017736
2339 DUFFERIN ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.694768314499996,-79.4494904165
234 ALBION RD,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.72119398270001,-79.5441255233
234 AUGUSTA AVE,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6552981284,-79.40260684180001
234 BROWNS LINE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.5980535247,-79.54390515520001
234 CARLTON ST,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6643192153,-79.3689243372
234 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.708514808100006,-79.3913536961
234 JONES AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.669502,-79.33586
234 KING ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6515969793,-79.367842495
234 MARKHAM RD,0,0,1,1,1,0,0,0,1,2,0,1,0,4,0.6666666666666666,1,0.6666666666666666,0,43.744608523800004,-79.2201777145
234 MERTON ST,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.6978224571,-79.3891114021
234 PARLIAMENT ST,1,2,2,1,1,0,1,1,0,3,0,1,1,6,1.0,2,0.5,0,43.65726,-79.365105
234 SHEPPARD AVE W,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.759176556199996,-79.4224527057
234 WELLINGTON ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.645286999999996,-79.38981
2340 BLOOR ST W,1,1,1,1,0,0,1,0,0,0,1,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6504202452,-79.4809555222
2340 DUNDAS ST W,4,5,6,6,6,6,6,1,1,0,0,0,0,2,0.3333333333333333,6,0.05555555555555555,1,43.65672385510001,-79.45227259159999
2340 EGLINTON AVE W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6930845489,-79.4656307607
2340 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.616619951000004,-79.4880894824
2341 KEELE ST,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.70675199999999,-79.476908
2342 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.650336066899996,-79.480967226
2343 EGLINTON AVE W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.692645281400004,-79.4626641814
2343 KEELE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7064084241,-79.4772695698
2343 QUEEN ST E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6719565584,-79.2895306617
2344 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6873670191,-79.3067085995
2344 DUFFERIN ST,1,1,1,1,1,0,1,0,0,2,0,1,1,4,0.6666666666666666,1,0.6666666666666666,0,43.6950729383,-79.4502718465
2345 QUEEN ST E,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6720389579,-79.2894813411
2345 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.708959559700006,-79.3979360941
2346 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6951543989,-79.4502697843
2347 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751102314200004,-79.5428548199
2347 KENNEDY RD,2,5,4,3,2,3,2,3,1,1,1,1,3,10,1.6666666666666667,5,0.33333333333333337,1,43.784056516999996,-79.288289237
2349 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751102314200004,-79.5428548199
235 AUGUSTA AVE,0,1,0,0,1,1,2,1,1,0,1,0,1,4,0.6666666666666666,2,0.3333333333333333,0,43.6546309439,-79.4018288473
235 BLOOR ST E,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.671276801400005,-79.3809034624
235 BROADVIEW AVE,1,1,1,1,1,2,3,0,0,0,0,1,1,2,0.3333333333333333,3,0.1111111111111111,1,43.662352193800004,-79.3509492961
235 CARLAW AVE,3,3,3,3,3,1,0,0,0,2,0,2,1,5,0.8333333333333334,3,0.2777777777777778,1,43.663289684,-79.3405709254
235 CARLTON ST,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.66418,-79.36844
235 CLINTON ST,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.660211886499994,-79.41560304810001
235 COLLEGE ST,2,2,2,2,0,0,0,0,2,0,2,0,0,4,0.6666666666666666,2,0.3333333333333333,0,43.6581126764,-79.3978768476
235 CONSUMERS RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.770688316000005,-79.331570964
235 DIXON RD,5,6,5,5,5,5,4,1,1,0,2,0,1,5,0.8333333333333334,6,0.1388888888888889,1,43.6966876521,-79.5439156629
235 JARVIS ST,1,1,0,1,0,0,0,0,1,1,1,0,0,3,0.5,1,0.5,0,43.6569052061,-79.3739569524
235 NUGGET AVE,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7948374281,-79.2508930545
235 POPLAR RD,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.76544334689999,-79.1904581381
